DEC_1	DEC_2	E2_1	E2_2	UNTR_1	UNTR_2
ENSMUSG00000080478	4	2	0	5	3	2
ENSMUSG00000093249	1	0	0	1	1	1
ENSMUSG00000074364	168	178	21	26	214	211
ENSMUSG00000070808	1685	1676	1383	1379	900	1056
ENSMUSG00000078796	66	57	93	92	40	38
ENSMUSG00000006024	5867	5745	5978	5604	5111	5737
ENSMUSG00000006021	356	352	366	309	284	376
ENSMUSG00000030376	4	3	9	7	8	10
ENSMUSG00000041420	528	519	737	661	491	547
ENSMUSG00000006019	1896	1853	1664	1550	1406	1534
ENSMUSG00000074361	968	969	566	563	586	701
ENSMUSG00000080413	0	0	0	0	0	0
ENSMUSG00000049130	14514	13845	8205	7679	10399	11535
ENSMUSG00000091811	424	372	530	446	387	500
ENSMUSG00000041375	2766	2698	2939	2682	2261	2594
ENSMUSG00000002083	974	993	1271	1192	1111	1265
ENSMUSG00000052833	2377	2226	2662	2341	2376	2708
ENSMUSG00000059273	3446	3498	3593	3582	2295	2631
ENSMUSG00000019158	1324	1265	1155	1116	1466	1716
ENSMUSG00000001988	20	11	28	31	9	9
ENSMUSG00000065893	0	0	0	0	0	0
ENSMUSG00000058230	799	792	900	803	628	685
ENSMUSG00000064745	0	0	0	0	0	0
ENSMUSG00000078795	2195	2264	1902	1704	2718	3084
ENSMUSG00000093078	0	0	0	0	0	0
ENSMUSG00000007209	0	0	0	0	0	1
ENSMUSG00000008036	8596	8408	6739	6010	8984	10163
ENSMUSG00000001918	2179	2060	3200	2877	2116	2402
ENSMUSG00000048920	1272	1280	1305	1199	1039	1168
ENSMUSG00000030374	3486	3401	3631	3314	2677	3137
ENSMUSG00000041187	738	662	759	757	666	699
ENSMUSG00000091869	37	44	58	50	40	45
ENSMUSG00000078794	21	27	22	17	28	24
ENSMUSG00000063594	13	10	18	18	9	16
ENSMUSG00000043017	1732	1812	2631	2443	1231	1447
ENSMUSG00000019370	9809	10106	9327	8865	8970	10347
ENSMUSG00000070802	0	2	0	1	2	1
ENSMUSG00000064689	0	0	0	0	0	0
ENSMUSG00000041141	1	0	0	0	0	4
ENSMUSG00000041117	15	20	8	17	27	38
ENSMUSG00000003099	2085	2065	1930	1864	1579	1764
ENSMUSG00000004328	3	1	1	2	5	3
ENSMUSG00000066760	555	566	557	506	402	435
ENSMUSG00000053228	0	1	0	0	2	2
ENSMUSG00000023159	2	0	0	0	0	2
ENSMUSG00000084614	0	0	0	0	0	0
ENSMUSG00000084594	0	0	0	0	0	0
ENSMUSG00000077108	0	0	0	0	0	0
ENSMUSG00000077083	0	0	0	0	0	0
ENSMUSG00000090442	0	0	0	0	0	0
ENSMUSG00000008789	0	0	0	0	0	2
ENSMUSG00000063830	0	1	1	0	0	0
ENSMUSG00000023185	0	0	0	0	0	0
ENSMUSG00000078793	0	2	0	0	1	2
ENSMUSG00000030368	0	0	0	0	1	0
ENSMUSG00000057195	0	0	0	0	0	0
ENSMUSG00000093207	0	0	0	0	0	0
ENSMUSG00000030366	0	0	0	0	1	1
ENSMUSG00000066756	0	0	0	0	0	0
ENSMUSG00000076355	0	0	0	0	0	1
ENSMUSG00000054005	0	0	0	0	1	0
ENSMUSG00000089483	0	0	0	0	0	0
ENSMUSG00000003505	0	0	0	0	3	1
ENSMUSG00000076332	0	0	0	0	0	0
ENSMUSG00000030373	0	0	0	0	0	0
ENSMUSG00000070799	0	0	0	0	0	1
ENSMUSG00000070798	1	1	0	0	0	5
ENSMUSG00000065313	0	0	0	0	0	0
ENSMUSG00000070797	1	1	0	0	1	1
ENSMUSG00000074359	21	21	17	8	25	39
ENSMUSG00000070796	2	1	0	0	1	0
ENSMUSG00000063305	0	0	0	0	0	4
ENSMUSG00000044903	0	0	0	0	2	1
ENSMUSG00000065368	0	0	0	0	0	0
ENSMUSG00000004542	2	1	1	0	1	2
ENSMUSG00000004540	2	2	1	2	6	4
ENSMUSG00000040987	112	110	48	30	21	44
ENSMUSG00000030413	898	872	749	655	969	1102
ENSMUSG00000074358	447	420	519	516	435	499
ENSMUSG00000030411	0	4	2	3	5	5
ENSMUSG00000092034	0	0	0	0	0	0
ENSMUSG00000051965	1	2	2	0	1	0
ENSMUSG00000074355	107	91	117	112	84	99
ENSMUSG00000048481	27	35	30	41	24	38
ENSMUSG00000086533	59	55	63	49	39	38
ENSMUSG00000044030	909	841	945	824	938	1080
ENSMUSG00000040891	1	0	1	0	0	1
ENSMUSG00000023118	5899	5798	6495	6063	4481	5099
ENSMUSG00000040866	0	0	0	0	1	1
ENSMUSG00000030410	117	124	104	85	132	166
ENSMUSG00000030409	77	70	27	29	74	80
ENSMUSG00000092659	0	0	0	0	0	0
ENSMUSG00000040841	59	56	75	53	63	76
ENSMUSG00000085601	3	1	1	1	2	3
ENSMUSG00000050428	827	761	876	857	835	887
ENSMUSG00000030407	627	563	666	541	470	555
ENSMUSG00000040824	1806	1786	1458	1430	2101	2357
ENSMUSG00000030406	5	6	13	13	9	0
ENSMUSG00000040811	1325	1385	1599	1555	1185	1376
ENSMUSG00000065543	0	0	0	0	0	0
ENSMUSG00000044317	3	6	9	10	1	8
ENSMUSG00000052214	1425	1380	1500	1351	1195	1309
ENSMUSG00000064580	0	0	1	1	0	0
ENSMUSG00000030403	9429	8922	7855	7239	7556	8276
ENSMUSG00000089636	104	99	101	113	45	61
ENSMUSG00000030402	30	37	10	9	7	9
ENSMUSG00000030401	8	19	14	12	18	18
ENSMUSG00000090995	0	0	0	0	0	0
ENSMUSG00000003545	571	565	66	64	222	283
ENSMUSG00000003549	791	713	713	647	653	815
ENSMUSG00000047649	439	395	290	274	276	292
ENSMUSG00000040734	209	202	237	250	186	211
ENSMUSG00000030400	670	754	787	765	602	688
ENSMUSG00000091384	34	35	37	38	17	22
ENSMUSG00000076315	8	6	2	3	4	3
ENSMUSG00000040714	2	7	10	7	4	5
ENSMUSG00000030399	1	0	0	0	2	0
ENSMUSG00000091658	0	0	0	0	0	0
ENSMUSG00000040705	3	6	2	2	0	1
ENSMUSG00000030397	1536	1463	1479	1429	1162	1282
ENSMUSG00000065388	0	0	0	0	1	0
ENSMUSG00000011263	5	10	2	4	11	8
ENSMUSG00000057667	1032	1018	955	906	1000	1088
ENSMUSG00000002043	1442	1341	1207	1046	1478	1735
ENSMUSG00000060621	3	2	0	6	7	7
ENSMUSG00000051403	1826	1848	1850	1677	1553	1725
ENSMUSG00000044709	1328	1287	1515	1280	1462	1615
ENSMUSG00000011267	196	243	355	361	301	349
ENSMUSG00000061028	1473	1500	1802	1788	1209	1360
ENSMUSG00000092002	27	27	19	30	12	8
ENSMUSG00000002983	13102	12557	17889	16736	15085	17114
ENSMUSG00000002981	7355	7015	6672	6068	6160	6764
ENSMUSG00000002992	11682	11832	5740	5441	8023	8915
ENSMUSG00000074336	10	15	5	6	10	12
ENSMUSG00000040564	270	241	73	68	130	185
ENSMUSG00000002985	225371	225612	66646	62791	194512	220678
ENSMUSG00000002984	1286	1202	1255	1252	1155	1298
ENSMUSG00000092381	0	2	0	1	0	0
ENSMUSG00000062300	1027	947	743	682	671	739
ENSMUSG00000002980	74	61	84	81	62	78
ENSMUSG00000085994	0	0	0	0	0	1
ENSMUSG00000040525	1	1	2	0	2	2
ENSMUSG00000053175	2315	2206	1931	1832	1676	1877
ENSMUSG00000087206	11	8	4	7	2	4
ENSMUSG00000087593	35	35	23	29	17	18
ENSMUSG00000092216	31	28	23	24	16	11
ENSMUSG00000014686	106	113	88	97	50	54
ENSMUSG00000049848	30	40	32	41	15	20
ENSMUSG00000040511	1293	1238	1160	1066	892	1064
ENSMUSG00000089886	75	46	56	39	34	26
ENSMUSG00000090075	0	2	0	1	5	0
ENSMUSG00000040498	4	8	4	4	8	11
ENSMUSG00000070778	0	1	1	0	0	0
ENSMUSG00000070777	0	0	0	0	1	2
ENSMUSG00000060508	0	1	0	0	0	2
ENSMUSG00000070150	0	0	0	0	0	0
ENSMUSG00000090393	0	0	0	0	1	0
ENSMUSG00000074334	0	0	0	0	0	0
ENSMUSG00000074333	0	0	0	0	0	0
ENSMUSG00000091701	0	0	0	0	0	0
ENSMUSG00000091197	0	0	0	0	0	0
ENSMUSG00000091161	0	0	0	0	0	0
ENSMUSG00000091493	0	0	0	0	0	0
ENSMUSG00000078792	1	3	0	0	4	0
ENSMUSG00000092347	0	0	0	0	0	0
ENSMUSG00000090633	0	0	0	0	0	0
ENSMUSG00000078419	0	0	0	0	0	0
ENSMUSG00000074331	0	0	0	0	0	0
ENSMUSG00000090932	0	0	0	0	0	0
ENSMUSG00000074330	0	0	0	0	0	0
ENSMUSG00000091884	0	0	0	0	0	0
ENSMUSG00000091121	0	0	0	0	1	1
ENSMUSG00000092453	0	0	0	0	0	0
ENSMUSG00000092594	0	0	0	0	0	0
ENSMUSG00000091763	0	0	0	0	0	0
ENSMUSG00000092487	0	0	0	0	0	0
ENSMUSG00000090580	0	0	0	0	0	0
ENSMUSG00000090310	0	0	0	0	0	0
ENSMUSG00000074322	1	0	0	0	0	3
ENSMUSG00000092498	0	0	0	0	0	0
ENSMUSG00000092170	0	0	0	0	0	0
ENSMUSG00000092432	0	0	0	0	0	0
ENSMUSG00000091608	0	0	0	0	0	0
ENSMUSG00000092058	0	0	0	0	0	0
ENSMUSG00000091638	0	0	0	0	0	0
ENSMUSG00000074323	0	0	0	0	0	0
ENSMUSG00000091435	0	0	0	0	0	0
ENSMUSG00000090835	0	0	0	0	0	0
ENSMUSG00000090651	0	0	0	0	0	0
ENSMUSG00000091935	0	0	0	0	0	0
ENSMUSG00000091433	1	0	0	0	0	0
ENSMUSG00000090463	1	0	0	0	1	0
ENSMUSG00000091988	0	0	0	0	0	0
ENSMUSG00000092616	0	0	0	0	0	0
ENSMUSG00000078407	0	0	0	0	0	0
ENSMUSG00000091225	0	0	0	0	0	0
ENSMUSG00000091320	0	0	0	0	0	0
ENSMUSG00000078410	0	0	0	0	0	0
ENSMUSG00000074325	0	1	0	0	0	0
ENSMUSG00000090745	0	0	0	0	0	0
ENSMUSG00000078409	0	0	0	0	0	0
ENSMUSG00000092136	0	0	0	0	0	0
ENSMUSG00000090880	0	0	0	0	0	1
ENSMUSG00000092207	0	0	0	0	1	0
ENSMUSG00000090376	0	0	0	0	0	0
ENSMUSG00000092013	0	0	0	0	0	0
ENSMUSG00000092337	0	0	0	0	0	0
ENSMUSG00000092501	0	0	0	0	0	0
ENSMUSG00000091120	0	0	0	0	0	1
ENSMUSG00000074316	0	0	0	0	0	0
ENSMUSG00000092391	0	0	0	0	0	0
ENSMUSG00000078406	0	0	0	0	0	0
ENSMUSG00000090829	0	0	0	0	0	0
ENSMUSG00000078405	1	0	0	0	0	0
ENSMUSG00000092506	0	0	0	0	0	0
ENSMUSG00000091765	0	0	0	0	0	0
ENSMUSG00000078404	0	0	0	0	0	0
ENSMUSG00000092236	0	0	0	0	0	0
ENSMUSG00000078403	0	0	0	0	0	0
ENSMUSG00000074312	0	0	0	0	0	0
ENSMUSG00000074311	0	0	0	0	0	0
ENSMUSG00000072467	0	0	0	0	0	0
ENSMUSG00000092590	0	0	0	0	0	0
ENSMUSG00000074310	0	0	0	0	0	0
ENSMUSG00000090973	0	0	0	0	0	0
ENSMUSG00000091789	0	0	0	0	0	0
ENSMUSG00000091554	0	0	0	0	0	0
ENSMUSG00000091261	0	0	0	0	0	0
ENSMUSG00000092507	0	0	0	0	1	1
ENSMUSG00000092420	0	0	0	0	0	0
ENSMUSG00000091940	0	0	0	0	0	0
ENSMUSG00000078397	0	0	0	0	0	0
ENSMUSG00000074309	0	0	0	0	0	0
ENSMUSG00000091276	0	0	0	0	0	0
ENSMUSG00000074308	0	0	0	0	0	0
ENSMUSG00000090495	0	0	0	0	0	0
ENSMUSG00000091755	0	0	0	0	0	0
ENSMUSG00000092479	0	0	0	0	0	0
ENSMUSG00000092598	0	0	0	0	0	0
ENSMUSG00000091436	0	0	0	0	0	0
ENSMUSG00000092547	0	0	0	0	0	0
ENSMUSG00000090988	0	0	0	0	0	0
ENSMUSG00000074306	0	0	0	0	0	0
ENSMUSG00000074304	0	0	0	0	0	0
ENSMUSG00000092582	0	0	0	0	0	0
ENSMUSG00000090791	0	0	0	0	0	0
ENSMUSG00000091235	0	0	0	0	0	0
ENSMUSG00000091236	0	0	0	0	0	0
ENSMUSG00000092145	0	0	0	0	0	0
ENSMUSG00000092297	0	0	0	0	0	0
ENSMUSG00000091889	0	0	0	0	0	0
ENSMUSG00000090830	0	0	0	0	0	0
ENSMUSG00000091505	0	0	0	0	0	0
ENSMUSG00000092613	0	0	0	0	0	0
ENSMUSG00000091664	0	0	0	0	0	0
ENSMUSG00000090848	0	0	0	0	0	0
ENSMUSG00000092462	0	0	0	0	0	0
ENSMUSG00000091766	0	0	0	0	0	0
ENSMUSG00000074295	0	0	0	0	0	0
ENSMUSG00000045693	2	2	0	0	5	3
ENSMUSG00000015721	0	1	0	0	3	1
ENSMUSG00000078023	0	0	0	0	0	0
ENSMUSG00000092496	0	0	0	0	0	0
ENSMUSG00000090715	0	0	0	0	0	1
ENSMUSG00000074291	0	0	0	0	0	0
ENSMUSG00000091616	0	0	0	0	0	0
ENSMUSG00000090985	0	0	0	0	0	0
ENSMUSG00000062483	0	0	0	0	0	0
ENSMUSG00000035523	0	0	0	0	0	0
ENSMUSG00000074289	0	0	0	0	0	0
ENSMUSG00000090411	0	0	0	0	0	0
ENSMUSG00000092629	0	1	0	0	0	0
ENSMUSG00000091068	0	0	0	0	0	0
ENSMUSG00000091226	0	0	0	0	0	1
ENSMUSG00000057513	0	0	0	0	0	0
ENSMUSG00000062598	0	0	0	0	0	0
ENSMUSG00000046924	1	0	0	0	0	0
ENSMUSG00000066724	0	0	0	0	0	0
ENSMUSG00000092473	0	0	0	0	0	0
ENSMUSG00000057946	0	0	0	0	1	1
ENSMUSG00000092456	0	0	0	0	0	0
ENSMUSG00000066723	1	0	0	0	0	0
ENSMUSG00000057101	1356	1318	1405	1262	986	1072
ENSMUSG00000052675	60	49	79	59	45	52
ENSMUSG00000047603	178	168	199	163	132	136
ENSMUSG00000068962	19	14	11	18	17	13
ENSMUSG00000087598	635	568	564	554	455	536
ENSMUSG00000074283	130	123	130	121	61	61
ENSMUSG00000030486	72	79	57	69	46	51
ENSMUSG00000055305	113	108	112	113	93	119
ENSMUSG00000050605	508	477	627	590	436	457
ENSMUSG00000074282	108	121	133	112	101	106
ENSMUSG00000082802	0	0	0	0	0	0
ENSMUSG00000055826	4	4	1	1	4	5
ENSMUSG00000092947	21	12	5	15	9	9
ENSMUSG00000030484	0	0	0	0	0	0
ENSMUSG00000054342	3145	3124	4536	4185	2929	3412
ENSMUSG00000002210	1337	1399	1323	1267	1055	1212
ENSMUSG00000062028	36	37	71	89	49	49
ENSMUSG00000046223	3815	3482	5909	5374	3599	4149
ENSMUSG00000054793	8	15	12	7	17	16
ENSMUSG00000064264	29	24	24	36	43	51
ENSMUSG00000041037	1327	1293	1327	1176	1019	1134
ENSMUSG00000011632	1	1	0	1	2	3
ENSMUSG00000051768	1831	1881	1848	1706	1802	2037
ENSMUSG00000066721	12	12	5	9	13	15
ENSMUSG00000064254	2139	2162	1271	1184	1895	2063
ENSMUSG00000074277	226	220	202	200	186	219
ENSMUSG00000086678	0	1	0	0	0	0
ENSMUSG00000057454	2	0	0	0	1	1
ENSMUSG00000062773	5	1	5	3	4	1
ENSMUSG00000045587	0	0	1	1	2	3
ENSMUSG00000058717	0	1	0	0	0	0
ENSMUSG00000052212	1196	1142	1278	1068	957	1066
ENSMUSG00000054169	264	274	229	233	231	253
ENSMUSG00000011350	1	2	3	2	4	2
ENSMUSG00000050347	6	6	5	9	6	9
ENSMUSG00000062732	0	0	0	0	0	0
ENSMUSG00000011349	0	0	0	0	0	0
ENSMUSG00000040952	20787	18430	22177	19932	26782	30002
ENSMUSG00000003379	121	114	72	67	140	139
ENSMUSG00000040940	11660	11386	13094	12312	8682	10035
ENSMUSG00000003380	5062	4452	5133	4827	5932	6757
ENSMUSG00000040907	9200	8777	13162	11875	6906	7891
ENSMUSG00000003378	193	161	264	211	174	193
ENSMUSG00000045252	961	911	878	876	855	967
ENSMUSG00000008496	604	726	263	217	134	174
ENSMUSG00000093440	1	1	0	0	0	0
ENSMUSG00000074274	8	5	1	5	6	7
ENSMUSG00000054499	957	918	821	773	721	865
ENSMUSG00000046541	397	411	344	354	199	219
ENSMUSG00000057177	2714	2646	2798	2597	2317	2614
ENSMUSG00000090330	164	152	163	153	118	165
ENSMUSG00000040857	1160	1088	1156	1023	870	1013
ENSMUSG00000005442	12952	13181	13150	12362	8110	9225
ENSMUSG00000005447	1076	1014	1118	1082	1225	1364
ENSMUSG00000058741	3	3	11	1	6	3
ENSMUSG00000043843	0	1	1	1	3	2
ENSMUSG00000045039	2706	2431	3081	2820	1847	2256
ENSMUSG00000063651	0	0	0	0	1	0
ENSMUSG00000003123	2059	2110	2334	2078	1871	2026
ENSMUSG00000053714	4	9	7	7	5	3
ENSMUSG00000060188	0	0	1	0	0	0
ENSMUSG00000081732	0	0	0	0	0	0
ENSMUSG00000074272	2294	2424	2776	2670	1469	1657
ENSMUSG00000054385	10	18	27	27	7	11
ENSMUSG00000074261	0	0	0	0	0	2
ENSMUSG00000057229	1061	1043	1135	1094	965	986
ENSMUSG00000059479	2129	2035	1660	1572	1820	2145
ENSMUSG00000060376	2334	2314	2080	2000	2201	2472
ENSMUSG00000061286	732	714	643	665	881	970
ENSMUSG00000061702	37	24	41	35	34	30
ENSMUSG00000063439	567	563	591	487	605	668
ENSMUSG00000002603	9830	9625	8815	8110	9036	10177
ENSMUSG00000002608	3069	2991	2985	2879	2433	2810
ENSMUSG00000040725	8611	8600	7867	7672	6341	6986
ENSMUSG00000002602	47638	45701	23586	21701	23280	25928
ENSMUSG00000040703	16	15	12	7	9	23
ENSMUSG00000084812	26	21	17	17	6	14
ENSMUSG00000090467	2	1	0	2	2	3
ENSMUSG00000076445	0	0	0	0	0	0
ENSMUSG00000092999	0	0	0	0	0	0
ENSMUSG00000091233	0	0	0	0	1	0
ENSMUSG00000030483	1	2	0	1	1	2
ENSMUSG00000040583	2	2	0	0	2	2
ENSMUSG00000045149	0	2	1	3	1	1
ENSMUSG00000040660	9	5	1	2	5	6
ENSMUSG00000092464	2	0	0	0	0	0
ENSMUSG00000092514	0	0	0	0	0	0
ENSMUSG00000046130	0	0	0	0	0	0
ENSMUSG00000074254	2	5	2	3	6	6
ENSMUSG00000040614	0	0	0	0	1	1
ENSMUSG00000040601	0	0	0	0	0	2
ENSMUSG00000077509	0	1	0	0	0	0
ENSMUSG00000054102	0	0	0	0	0	0
ENSMUSG00000091924	0	1	0	0	0	0
ENSMUSG00000040650	0	0	0	0	1	1
ENSMUSG00000066704	0	1	0	0	4	1
ENSMUSG00000049685	0	0	0	0	2	1
ENSMUSG00000005547	0	2	0	0	0	2
ENSMUSG00000091867	0	1	0	0	2	1
ENSMUSG00000060407	0	2	0	0	0	3
ENSMUSG00000052974	1	0	1	0	0	0
ENSMUSG00000086868	2	5	1	1	0	2
ENSMUSG00000078787	19	27	42	29	21	26
ENSMUSG00000058709	2381	2534	2368	2233	2182	2632
ENSMUSG00000053291	118	127	112	105	84	95
ENSMUSG00000089661	11	7	8	4	4	6
ENSMUSG00000093348	0	0	0	0	0	0
ENSMUSG00000061479	1786	1714	1640	1398	1621	1845
ENSMUSG00000078786	232	218	163	153	172	159
ENSMUSG00000080533	16	12	13	6	13	14
ENSMUSG00000003752	539	543	531	494	477	517
ENSMUSG00000003762	1047	998	892	862	936	1101
ENSMUSG00000084974	29	25	21	19	7	12
ENSMUSG00000063160	383	351	423	454	306	403
ENSMUSG00000083622	0	0	0	0	0	0
ENSMUSG00000040488	10	7	7	3	14	16
ENSMUSG00000089832	2202	2169	2155	2036	1951	2223
ENSMUSG00000092367	0	0	0	0	0	0
ENSMUSG00000011751	28	23	38	37	26	40
ENSMUSG00000080562	0	0	0	0	0	0
ENSMUSG00000040466	5227	5479	5089	4571	4649	5268
ENSMUSG00000082016	253	246	198	210	152	175
ENSMUSG00000055200	1027	1098	785	641	855	975
ENSMUSG00000008384	1182	1143	931	849	1106	1231
ENSMUSG00000053198	35	40	28	39	22	33
ENSMUSG00000087371	24	37	45	29	32	42
ENSMUSG00000040424	10	5	6	3	2	8
ENSMUSG00000003363	44600	43216	38951	35027	38312	43407
ENSMUSG00000049643	1793	1682	1392	1226	1291	1503
ENSMUSG00000004056	5149	4952	4665	4258	4290	4898
ENSMUSG00000007944	1	0	0	0	1	0
ENSMUSG00000040390	751	807	863	775	756	873
ENSMUSG00000057093	61	42	79	51	49	53
ENSMUSG00000037640	398	414	432	392	368	396
ENSMUSG00000030604	164	165	155	155	90	81
ENSMUSG00000078779	196	179	227	209	153	165
ENSMUSG00000020420	151	182	167	158	78	87
ENSMUSG00000070709	370	326	384	366	246	302
ENSMUSG00000090904	4	6	1	2	1	3
ENSMUSG00000074243	6	1	9	5	7	4
ENSMUSG00000063047	184	174	164	163	89	109
ENSMUSG00000074608	7	10	8	12	6	9
ENSMUSG00000030603	3500	3367	3149	2983	3264	3744
ENSMUSG00000047730	3	2	1	1	12	9
ENSMUSG00000078384	0	0	0	0	1	3
ENSMUSG00000064793	0	0	0	0	0	0
ENSMUSG00000078776	9	7	9	6	11	14
ENSMUSG00000046865	1910	1902	1714	1546	2062	2195
ENSMUSG00000002409	777	782	739	710	643	743
ENSMUSG00000046058	151	132	237	202	219	206
ENSMUSG00000070705	247	214	249	234	257	266
ENSMUSG00000046750	1	1	0	0	0	0
ENSMUSG00000003436	0	0	0	0	2	0
ENSMUSG00000003438	978	943	1064	986	1046	1120
ENSMUSG00000003435	7859	7656	7635	7210	5856	6670
ENSMUSG00000037563	22290	22097	19583	18417	25647	28793
ENSMUSG00000077711	20	19	16	18	21	24
ENSMUSG00000037552	5408	5357	8913	8594	4376	5054
ENSMUSG00000044786	25520	25116	20873	19521	18995	21532
ENSMUSG00000003444	843	852	891	755	814	982
ENSMUSG00000003437	5071	5202	6211	5765	4823	5401
ENSMUSG00000037513	3085	3092	3097	2890	2119	2309
ENSMUSG00000060791	4176	4052	2813	2681	3736	4094
ENSMUSG00000030600	27	32	49	40	31	43
ENSMUSG00000059128	0	0	0	0	0	0
ENSMUSG00000060747	1	1	0	0	2	1
ENSMUSG00000084174	0	1	0	0	0	0
ENSMUSG00000047586	3	5	1	1	6	8
ENSMUSG00000030602	556	580	709	635	497	579
ENSMUSG00000037469	0	0	0	0	0	4
ENSMUSG00000037463	14	8	14	6	16	13
ENSMUSG00000030598	34	54	29	43	30	42
ENSMUSG00000045948	755	739	762	664	891	1068
ENSMUSG00000070699	412	368	411	355	354	393
ENSMUSG00000030595	3334	3216	4014	3744	3838	4293
ENSMUSG00000015149	5448	5420	5831	5594	4394	4754
ENSMUSG00000051735	2583	2440	2130	2067	2117	2455
ENSMUSG00000015165	9996	9977	10090	9547	8727	9784
ENSMUSG00000053898	3253	3186	2992	2736	3295	3873
ENSMUSG00000053964	173	190	243	212	161	178
ENSMUSG00000053522	1	0	2	1	0	1
ENSMUSG00000054083	4	3	3	8	0	7
ENSMUSG00000054808	8903	9081	8659	8330	6439	7199
ENSMUSG00000053565	6012	5891	5570	5130	6461	7432
ENSMUSG00000037337	1709	1555	2461	2415	1624	1846
ENSMUSG00000030592	91	98	224	209	96	118
ENSMUSG00000087096	0	0	0	0	0	0
ENSMUSG00000089219	0	0	0	0	0	0
ENSMUSG00000030589	1869	1920	1462	1382	1017	1123
ENSMUSG00000090009	3	2	2	0	2	0
ENSMUSG00000030590	549	502	719	600	555	626
ENSMUSG00000050633	14	11	15	15	19	17
ENSMUSG00000037239	468	463	489	451	255	304
ENSMUSG00000031493	123	105	138	142	86	96
ENSMUSG00000030591	9558	9057	9383	8729	9158	10143
ENSMUSG00000049676	2128	2143	2428	2300	1562	1809
ENSMUSG00000061115	26	24	23	24	10	27
ENSMUSG00000046410	6214	6157	7597	6795	5426	6055
ENSMUSG00000030588	1223	1225	1277	1164	1300	1503
ENSMUSG00000030587	180	195	236	230	254	272
ENSMUSG00000074227	2737	2623	3598	3607	4188	4591
ENSMUSG00000037166	12	17	19	23	33	38
ENSMUSG00000030584	29	28	15	8	38	28
ENSMUSG00000030583	2247	2265	2357	2313	1378	1556
ENSMUSG00000074224	1	4	0	0	5	8
ENSMUSG00000046958	3	1	0	0	4	1
ENSMUSG00000051976	1	0	0	0	0	0
ENSMUSG00000065385	0	0	0	0	0	0
ENSMUSG00000049123	2	2	2	0	6	6
ENSMUSG00000065659	0	0	0	0	0	0
ENSMUSG00000046185	806	879	764	771	497	603
ENSMUSG00000089139	2	4	4	7	2	0
ENSMUSG00000047473	26	15	16	19	15	24
ENSMUSG00000011427	479	449	437	378	348	342
ENSMUSG00000050855	83	82	79	85	69	80
ENSMUSG00000092015	2	1	0	0	1	0
ENSMUSG00000090331	0	0	0	0	1	0
ENSMUSG00000058402	168	205	201	200	119	148
ENSMUSG00000062040	239	206	246	179	163	175
ENSMUSG00000059975	364	333	329	378	250	287
ENSMUSG00000063623	9	9	7	7	3	8
ENSMUSG00000083669	4	5	4	4	7	4
ENSMUSG00000074221	1073	1086	1113	1039	685	764
ENSMUSG00000053985	89	75	114	94	52	68
ENSMUSG00000078770	0	1	0	0	0	0
ENSMUSG00000058447	157	126	153	174	137	153
ENSMUSG00000078768	60	65	69	72	65	68
ENSMUSG00000049421	1639	1542	1586	1487	1181	1272
ENSMUSG00000093495	1	2	3	1	0	0
ENSMUSG00000074220	178	170	133	128	59	57
ENSMUSG00000078767	1	1	0	2	1	1
ENSMUSG00000037029	782	764	832	772	600	652
ENSMUSG00000066647	84	86	99	79	62	65
ENSMUSG00000074218	55	44	54	55	53	55
ENSMUSG00000001794	20004	20057	17773	16561	18399	20519
ENSMUSG00000092079	1	3	11	6	8	1
ENSMUSG00000006095	2779	2608	2581	2561	2840	3388
ENSMUSG00000019738	773	781	611	606	760	867
ENSMUSG00000056028	1	3	2	6	1	3
ENSMUSG00000037020	1099	1118	1065	978	718	825
ENSMUSG00000081565	1	1	0	0	1	0
ENSMUSG00000013928	5	5	3	6	1	3
ENSMUSG00000013921	29	47	12	17	45	52
ENSMUSG00000042831	1233	1279	1430	1341	1336	1519
ENSMUSG00000093571	0	0	0	0	0	0
ENSMUSG00000019737	75	73	137	112	85	67
ENSMUSG00000074211	319	349	360	348	486	537
ENSMUSG00000074210	15	17	21	21	18	29
ENSMUSG00000036957	10	7	4	3	17	13
ENSMUSG00000064982	0	0	0	0	0	0
ENSMUSG00000030579	44614	44353	34510	31199	38217	42278
ENSMUSG00000064109	483	450	392	323	475	574
ENSMUSG00000036931	1869	1882	1915	1849	1339	1415
ENSMUSG00000006651	120	105	142	128	139	190
ENSMUSG00000036915	6	2	2	5	9	2
ENSMUSG00000006649	22	16	32	35	34	32
ENSMUSG00000087009	0	0	0	2	1	1
ENSMUSG00000036892	0	0	0	0	1	1
ENSMUSG00000062132	0	0	0	0	1	2
ENSMUSG00000036882	47	49	93	68	46	49
ENSMUSG00000036864	190	196	215	216	142	179
ENSMUSG00000036854	278	233	329	270	262	277
ENSMUSG00000036845	742	777	881	793	784	885
ENSMUSG00000036835	3156	3104	2735	2596	3253	3697
ENSMUSG00000078765	971	833	1036	944	786	854
ENSMUSG00000091271	0	0	1	0	0	2
ENSMUSG00000036826	0	0	0	0	0	0
ENSMUSG00000006307	5200	4964	5529	5168	3278	3719
ENSMUSG00000006310	42	39	39	34	39	49
ENSMUSG00000006313	18	31	25	29	22	24
ENSMUSG00000036751	7785	7932	7157	6703	8853	10053
ENSMUSG00000006311	0	0	1	0	1	1
ENSMUSG00000036733	14	5	7	6	6	3
ENSMUSG00000078762	640	638	808	745	606	579
