	seqnames	start	end	width	strand	name	peak	feature	start_position	end_position	feature_strand	insideFeature	distancetoFeature	shortestDistance	fromOverlappingOrNearest
X0179.ENSMUSG00000033955	chr2	84884201	84886799	2599	*	68	0179	ENSMUSG00000033955	84890617	84890717	+	upstream	-5117	3818	NearestLocation
X0180.ENSMUSG00000033955	chr2	84887401	84888999	1599	*	42	0180	ENSMUSG00000033955	84890617	84890717	+	upstream	-2417	1618	NearestLocation
X0181.ENSMUSG00000075196	chr2	86065401	86066199	799	*	43	0181	ENSMUSG00000075196	86068167	86069126	-	downstream	3326	1968	NearestLocation
X0182.ENSMUSG00000027282	chr2	90686801	90687999	1199	*	31	0182	ENSMUSG00000027282	90687335	90687542	+	includeFeature	65	457	NearestLocation
X0183.ENSMUSG00000027239	chr2	91772201	91773199	999	*	30	0183	ENSMUSG00000027239	91771784	91771845	-	upstream	-855	356	NearestLocation
X0184.ENSMUSG00000068735	chr2	93016001	93018599	2599	*	59	0184	ENSMUSG00000068735	93027705	93027904	+	upstream	-10405	9106	NearestLocation
X0185.ENSMUSG00000027193	chr2	95077001	95078399	1399	*	43	0185	ENSMUSG00000027193	94278081	94278293	-	upstream	-799407	798708	NearestLocation
X0186.ENSMUSG00000032864	chr2	101177001	101177599	599	*	26	0186	ENSMUSG00000032864	101464875	101465027	+	upstream	-287575	287276	NearestLocation
X0187.ENSMUSG00000027164	chr2	101519001	101521599	2599	*	47	0187	ENSMUSG00000027164	101518597	101518777	+	downstream	1703	224	NearestLocation
X0188.ENSMUSG00000075012	chr2	102340401	102341199	799	*	29	0188	ENSMUSG00000075012	102289525	102291949	-	upstream	-48851	48452	NearestLocation
X0189.ENSMUSG00000027184	chr2	103636001	103637799	1799	*	44	0189	ENSMUSG00000027184	103637620	103637806	-	overlapEnd	906	7	NearestLocation
X0190.ENSMUSG00000068373	chr2	104067801	104069599	1799	*	39	0190	ENSMUSG00000068373	104096155	104097557	-	downstream	28857	26556	NearestLocation
X0191.ENSMUSG00000027167	chr2	105707201	105707599	399	*	22	0191	ENSMUSG00000027167	105744426	105744721	-	downstream	37321	36827	NearestLocation
X0192.ENSMUSG00000027162	chr2	109649201	109650199	999	*	33	0192	ENSMUSG00000027162	109731010	109731078	+	upstream	-81310	80811	NearestLocation
X0193.ENSMUSG00000057149	chr2	111552801	111553799	999	*	35	0193	ENSMUSG00000057149	111594408	111595346	+	upstream	-41108	40609	NearestLocation
X0194.ENSMUSG00000091072	chr2	112961401	112962599	1199	*	33	0194	ENSMUSG00000091072	112877202	112877220	+	downstream	84798	84181	NearestLocation
X0195.ENSMUSG00000027355	chr2	116618001	116618799	799	*	25	0195	ENSMUSG00000027355	116704427	116704503	+	upstream	-86027	85628	NearestLocation
X0196.ENSMUSG00000040152	chr2	117857601	117858399	799	*	30	0196	ENSMUSG00000040152	117937612	117937811	+	upstream	-79612	79213	NearestLocation
X0197.ENSMUSG00000040084	chr2	118445201	118446799	1599	*	37	0197	ENSMUSG00000040084	118423947	118424197	+	downstream	22053	21004	NearestLocation
X0198.ENSMUSG00000000308	chr2	121179001	121180999	1999	*	57	0198	ENSMUSG00000000308	121184392	121184737	+	upstream	-4392	3393	NearestLocation
X0199.ENSMUSG00000046110	chr2	121281401	121283199	1799	*	41	0199	ENSMUSG00000046110	121281399	121281573	-	overlapStart	-727	2	NearestLocation
X0199.ENSMUSG00000027245	chr2	121281401	121283199	1799	*	41	0199	ENSMUSG00000027245	121279026	121282442	+	overlapEnd	3274	757	Overlapping
X0200.ENSMUSG00000027219	chr2	122229001	122229399	399	*	30	0200	ENSMUSG00000027219	122251126	122251189	+	upstream	-21926	21727	NearestLocation
X0201.ENSMUSG00000027361	chr2	126501401	126504199	2799	*	67	0201	ENSMUSG00000027361	126501092	126501304	-	upstream	-1496	97	NearestLocation
X0202.ENSMUSG00000044145	chr2	127033401	127034599	1199	*	39	0202	ENSMUSG00000044145	127033911	127034016	-	includeFeature	16	510	NearestLocation
X0202.ENSMUSG00000003660	chr2	127033401	127034599	1199	*	39	0202	ENSMUSG00000003660	127034135	127034274	+	includeFeature	-135	325	NearestLocation
X0203.ENSMUSG00000014355	chr2	128512801	128515199	2399	*	56	0203	ENSMUSG00000014355	128512889	128513127	-	includeFeature	-873	88	NearestLocation
X0204.ENSMUSG00000037938	chr2	128955601	128956599	999	*	28	0204	ENSMUSG00000037938	128955436	128955593	+	downstream	664	8	NearestLocation
X0205.ENSMUSG00000043727	chr2	129377001	129378399	1399	*	41	0205	ENSMUSG00000043727	129362105	129362338	-	upstream	-15362	14663	NearestLocation
X0206.ENSMUSG00000037902	chr2	129417601	129419199	1599	*	41	0206	ENSMUSG00000037902	129418575	129418811	+	includeFeature	-175	388	NearestLocation
X0207.ENSMUSG00000027340	chr2	131963601	131963999	399	*	21	0207	ENSMUSG00000027340	131970748	131970844	-	downstream	7044	6749	NearestLocation
X0208.ENSMUSG00000038844	chr2	142719001	142719999	999	*	34	0208	ENSMUSG00000038844	142727061	142727267	-	downstream	7767	7062	NearestLocation
X0209.ENSMUSG00000038844	chr2	142769601	142771199	1599	*	39	0209	ENSMUSG00000038844	142727061	142727267	-	upstream	-43133	42334	NearestLocation
X0210.ENSMUSG00000027422	chr2	143813601	143815399	1799	*	48	0210	ENSMUSG00000027422	143836735	143836999	-	downstream	22499	21336	NearestLocation
X0211.ENSMUSG00000037307	chr2	143912401	143914399	1999	*	41	0211	ENSMUSG00000037307	143858795	143858904	+	downstream	54605	53497	NearestLocation
X0212.ENSMUSG00000027424	chr2	143987201	143991599	4399	*	125	0212	ENSMUSG00000027424	144096399	144096750	+	upstream	-106999	104800	NearestLocation
X0213.ENSMUSG00000063873	chr2	145122001	145122399	399	*	23	0213	ENSMUSG00000063873	144993490	144993933	+	downstream	128710	128068	NearestLocation
X0214.ENSMUSG00000068154	chr2	146042801	146043799	999	*	44	0214	ENSMUSG00000068154	146047657	146050752	+	upstream	-4357	3858	NearestLocation
X0215.ENSMUSG00000074736	chr2	149594801	149595199	399	*	23	0215	ENSMUSG00000074736	149654947	149655062	+	upstream	-59947	59748	NearestLocation
X0216.ENSMUSG00000027452	chr2	150467401	150468399	999	*	37	0216	ENSMUSG00000027452	150493621	150493994	-	downstream	26094	25222	NearestLocation
X0217.ENSMUSG00000032869	chr2	151580001	151580799	799	*	34	0217	ENSMUSG00000032869	151566747	151567029	-	upstream	-13371	12972	NearestLocation
X0218.ENSMUSG00000032852	chr2	151673601	151674599	999	*	35	0218	ENSMUSG00000032852	151668663	151668888	+	downstream	5437	4713	NearestLocation
X0219.ENSMUSG00000074698	chr2	152052801	152053599	799	*	40	0219	ENSMUSG00000074698	152052575	152052727	+	downstream	625	74	NearestLocation
X0220.ENSMUSG00000009876	chr2	152616801	152618599	1799	*	51	0220	ENSMUSG00000009876	152579909	152579960	+	downstream	37791	36841	NearestLocation
X0221.ENSMUSG00000068040	chr2	152987001	152987999	999	*	30	0221	ENSMUSG00000068040	152987039	152987307	+	includeFeature	461	38	NearestLocation
X0222.ENSMUSG00000027479	chr2	153584001	153585399	1399	*	33	0222	ENSMUSG00000027479	153567010	153567155	+	downstream	17690	16846	NearestLocation
X0223.ENSMUSG00000074665	chr2	153767801	153768199	399	*	22	0223	ENSMUSG00000074665	153763957	153764012	+	downstream	4043	3789	NearestLocation
X0224.ENSMUSG00000038533	chr2	154249601	154253399	3799	*	101	0224	ENSMUSG00000038533	154262217	154262372	+	upstream	-10717	8818	NearestLocation
X0225.ENSMUSG00000038467	chr2	154483201	154483599	399	*	27	0225	ENSMUSG00000038467	154482754	154483107	+	downstream	646	94	NearestLocation
X0226.ENSMUSG00000027593	chr2	154614801	154617599	2799	*	54	0226	ENSMUSG00000027593	154616832	154617284	+	includeFeature	-632	315	NearestLocation
X0226.ENSMUSG00000027596	chr2	154614801	154617599	2799	*	54	0226	ENSMUSG00000027596	154617138	154617284	+	includeFeature	-938	315	NearestLocation
X0227.ENSMUSG00000074656	chr2	154667801	154668399	599	*	32	0227	ENSMUSG00000074656	154718426	154718671	-	downstream	50571	50027	NearestLocation
X0228.ENSMUSG00000005882	chr2	155753401	155757799	4399	*	87	0228	ENSMUSG00000005882	155755749	155755796	-	includeFeature	196	2003	NearestLocation
X0229.ENSMUSG00000027646	chr2	157288801	157289599	799	*	53	0229	ENSMUSG00000027646	157244180	157244248	+	downstream	45020	44553	NearestLocation
X0230.ENSMUSG00000027646	chr2	157290401	157294199	3799	*	70	0230	ENSMUSG00000027646	157244180	157244248	+	downstream	48120	46153	NearestLocation
X0231.ENSMUSG00000027646	chr2	157306601	157308199	1599	*	44	0231	ENSMUSG00000027646	157244180	157244248	+	downstream	63220	62353	NearestLocation
X0232.ENSMUSG00000074623	chr2	159819201	159819599	399	*	22	0232	ENSMUSG00000074623	160139225	160139352	-	downstream	319952	319626	NearestLocation
X0233.ENSMUSG00000070544	chr2	160472601	160473199	599	*	27	0233	ENSMUSG00000070544	160471624	160471998	+	downstream	1276	603	NearestLocation
X0234.ENSMUSG00000057133	chr2	161507001	161508799	1799	*	36	0234	ENSMUSG00000057133	160934725	160934758	-	upstream	-573142	572243	NearestLocation
X0235.ENSMUSG00000017943	chr2	163275001	163275799	799	*	32	0235	ENSMUSG00000017943	163264212	163264461	+	downstream	11188	10540	NearestLocation
X0236.ENSMUSG00000035238	chr2	163709801	163710599	799	*	25	0236	ENSMUSG00000035238	163679387	163679825	+	downstream	30813	29976	NearestLocation
X0237.ENSMUSG00000018326	chr2	163831001	163832599	1599	*	40	0237	ENSMUSG00000018326	163820696	163821101	+	downstream	11104	9900	NearestLocation
X0238.ENSMUSG00000040164	chr2	163953601	163953999	399	*	22	0238	ENSMUSG00000040164	163996763	163996849	-	downstream	43049	42764	NearestLocation
X0239.ENSMUSG00000017307	chr2	164629401	164630199	799	*	42	0239	ENSMUSG00000017307	164630190	164630381	-	overlapEnd	581	9	NearestLocation
X0239.ENSMUSG00000045822	chr2	164629401	164630199	799	*	42	0239	ENSMUSG00000045822	164630598	164630931	+	upstream	-798	399	Overlapping
X0240.ENSMUSG00000039671	chr2	165684001	165685399	1399	*	55	0240	ENSMUSG00000039671	165710108	165710179	-	downstream	25479	24709	NearestLocation
X0241.ENSMUSG00000039671	chr2	165698801	165700999	2199	*	63	0241	ENSMUSG00000039671	165710108	165710179	-	downstream	10279	9109	NearestLocation
X0242.ENSMUSG00000039671	chr2	165702201	165709999	7799	*	182	0242	ENSMUSG00000039671	165710108	165710179	-	downstream	4079	109	NearestLocation
X0243.ENSMUSG00000039671	chr2	165722201	165728199	5999	*	171	0243	ENSMUSG00000039671	165710108	165710179	-	upstream	-15021	12022	NearestLocation
X0244.ENSMUSG00000027678	chr2	165817601	165819399	1799	*	68	0244	ENSMUSG00000027678	165818136	165818258	+	includeFeature	364	535	NearestLocation
X0245.ENSMUSG00000006800	chr2	165936801	165938199	1399	*	36	0245	ENSMUSG00000006800	165981003	165981163	-	downstream	43663	42804	NearestLocation
X0246.ENSMUSG00000042854	chr2	166611801	166613199	1399	*	56	0246	ENSMUSG00000042854	166618031	166618207	+	upstream	-5531	4832	NearestLocation
X0247.ENSMUSG00000039501	chr2	166888801	166890199	1399	*	37	0247	ENSMUSG00000039501	166888010	166888515	-	upstream	-985	286	NearestLocation
X0247.ENSMUSG00000074578	chr2	166888801	166890199	1399	*	37	0247	ENSMUSG00000074578	166888434	166888797	+	downstream	1066	4	Overlapping
X0248.ENSMUSG00000039463	chr2	167246801	167249599	2799	*	49	0248	ENSMUSG00000039463	167247212	167247265	+	includeFeature	988	411	NearestLocation
X0249.ENSMUSG00000089739	chr2	167477801	167478199	399	*	23	0249	ENSMUSG00000089739	167486873	167486996	-	downstream	8996	8674	NearestLocation
X0250.ENSMUSG00000089739	chr2	167484401	167486799	2399	*	44	0250	ENSMUSG00000089739	167486873	167486996	-	downstream	1396	74	NearestLocation
X0250.ENSMUSG00000090213	chr2	167484401	167486799	2399	*	44	0250	ENSMUSG00000090213	167486873	167487056	-	downstream	1456	74	Overlapping
X0251.ENSMUSG00000056501	chr2	167515801	167516599	799	*	31	0251	ENSMUSG00000056501	167514415	167515918	+	overlapEnd	1785	117	NearestLocation
X0252.ENSMUSG00000027547	chr2	168590201	168592599	2399	*	54	0252	ENSMUSG00000027547	168592412	168592701	-	overlapEnd	1301	102	NearestLocation
X0253.ENSMUSG00000074571	chr2	169252401	169253199	799	*	36	0253	ENSMUSG00000074571	169407581	169408733	+	upstream	-154781	154382	NearestLocation
X0254.ENSMUSG00000008999	chr2	172780001	172781199	1199	*	42	0254	ENSMUSG00000008999	172765156	172765822	-	upstream	-14778	14179	NearestLocation
X0255.ENSMUSG00000027514	chr2	173064601	173066199	1599	*	44	0255	ENSMUSG00000027514	173044243	173044424	-	upstream	-20976	20177	NearestLocation
X0256.ENSMUSG00000027523	chr2	174119201	174121399	2199	*	42	0256	ENSMUSG00000027523	174109821	174110009	+	downstream	10479	9192	NearestLocation
X0257.ENSMUSG00000078906	chr2	174742401	174743599	1199	*	56	0257	ENSMUSG00000078906	174835742	174835822	+	upstream	-92742	92143	NearestLocation
X0258.ENSMUSG00000000305	chr2	179293001	179293399	399	*	26	0258	ENSMUSG00000000305	179177136	179177383	+	downstream	116064	115618	NearestLocation
X0259.ENSMUSG00000039117	chr2	179678801	179679399	599	*	34	0259	ENSMUSG00000039117	179710118	179711351	-	downstream	32251	30719	NearestLocation
X0260.ENSMUSG00000027573	chr2	180444401	180444799	399	*	23	0260	ENSMUSG00000027573	180444822	180445055	+	upstream	-222	23	NearestLocation
X0261.ENSMUSG00000045493	chr2	180524201	180524599	399	*	24	0261	ENSMUSG00000045493	180509086	180511605	-	upstream	-12795	12596	NearestLocation
X0262.ENSMUSG00000027574	chr2	180678401	180680399	1999	*	40	0262	ENSMUSG00000027574	180689276	180689404	-	downstream	10004	8877	NearestLocation
X0263.ENSMUSG00000038751	chr2	180937601	180939399	1799	*	38	0263	ENSMUSG00000038751	180936980	180937494	-	upstream	-1006	107	NearestLocation
X0264.ENSMUSG00000027584	chr2	181462601	181463999	1399	*	35	0264	ENSMUSG00000027584	181449747	181449934	+	downstream	13553	12667	NearestLocation
X0265.ENSMUSG00000017688	chr3	3380401	3380799	399	*	22	0265	ENSMUSG00000017688	3508030	3508332	+	upstream	-127430	127231	NearestLocation
X0266.ENSMUSG00000017688	chr3	3894401	3895399	999	*	29	0266	ENSMUSG00000017688	3508030	3508332	+	downstream	386870	386069	NearestLocation
X0267.ENSMUSG00000040329	chr3	7568401	7569999	1599	*	40	0267	ENSMUSG00000040329	7613171	7613722	-	downstream	44522	43172	NearestLocation
X0268.ENSMUSG00000040289	chr3	8767201	8767599	399	*	43	0268	ENSMUSG00000040289	8666782	8667039	-	upstream	-100361	100162	NearestLocation
X0269.ENSMUSG00000027630	chr3	21298001	21299599	1599	*	36	0269	ENSMUSG00000027630	21975574	21975876	+	upstream	-676774	675975	NearestLocation
X0270.ENSMUSG00000027699	chr3	26810401	26811399	999	*	34	0270	ENSMUSG00000027699	27052545	27052772	-	downstream	241872	241146	NearestLocation
X0271.ENSMUSG00000037610	chr3	31839401	31839799	399	*	29	0271	ENSMUSG00000037610	31801429	31801847	+	downstream	38171	37554	NearestLocation
X0272.ENSMUSG00000027663	chr3	32121201	32122399	1199	*	43	0272	ENSMUSG00000027663	32264426	32264542	-	downstream	142742	142027	NearestLocation
X0273.ENSMUSG00000027663	chr3	32126201	32127199	999	*	37	0273	ENSMUSG00000027663	32264426	32264542	-	downstream	137842	137227	NearestLocation
X0274.ENSMUSG00000027663	chr3	32152401	32152799	399	*	32	0274	ENSMUSG00000027663	32264426	32264542	-	downstream	111942	111627	NearestLocation
X0275.ENSMUSG00000027674	chr3	32868201	32869199	999	*	28	0275	ENSMUSG00000027674	32980898	32980990	-	downstream	112290	111699	NearestLocation
X0276.ENSMUSG00000074637	chr3	34547001	34547399	399	*	26	0276	ENSMUSG00000074637	34548927	34551383	+	upstream	-1727	1528	NearestLocation
X0277.ENSMUSG00000044864	chr3	38494801	38498399	3599	*	85	0277	ENSMUSG00000044864	38383593	38383766	-	upstream	-112834	111035	NearestLocation
X0278.ENSMUSG00000027737	chr3	50401401	50401799	399	*	23	0278	ENSMUSG00000027737	50246907	50247535	-	upstream	-154065	153866	NearestLocation
X0279.ENSMUSG00000037161	chr3	51173001	51174199	1199	*	34	0279	ENSMUSG00000037161	51200349	51200470	-	downstream	26870	26150	NearestLocation
X0280.ENSMUSG00000061143	chr3	51849401	51849999	599	*	44	0280	ENSMUSG00000061143	51907601	51908813	-	downstream	59113	57602	NearestLocation
X0281.ENSMUSG00000042997	chr3	53144001	53145399	1399	*	38	0281	ENSMUSG00000042997	53266982	53267245	-	downstream	122545	121583	NearestLocation
X0282.ENSMUSG00000074591	chr3	57483401	57483999	599	*	32	0282	ENSMUSG00000074591	57496179	57496459	-	downstream	12759	12180	NearestLocation
X0283.ENSMUSG00000090527	chr3	59345801	59346199	399	*	26	0283	ENSMUSG00000090527	59533708	59533878	+	upstream	-187708	187509	NearestLocation
X0284.ENSMUSG00000027820	chr3	62860201	62861399	1199	*	32	0284	ENSMUSG00000027820	63099794	63099871	+	upstream	-238994	238395	NearestLocation
X0285.ENSMUSG00000036834	chr3	63632001	63633599	1599	*	47	0285	ENSMUSG00000036834	63654845	63654961	-	downstream	22161	21246	NearestLocation
X0286.ENSMUSG00000034640	chr3	65329001	65329599	599	*	29	0286	ENSMUSG00000034640	65332332	65332554	+	upstream	-3032	2733	NearestLocation
X0287.ENSMUSG00000074579	chr3	65599401	65600399	999	*	32	0287	ENSMUSG00000074579	65470150	65470233	+	downstream	129750	129168	NearestLocation
X0288.ENSMUSG00000027831	chr3	66109001	66109599	599	*	27	0288	ENSMUSG00000027831	66100525	66100759	-	upstream	-8541	8242	NearestLocation
X0289.ENSMUSG00000090408	chr3	67178201	67178799	599	*	38	0289	ENSMUSG00000090408	67179000	67179085	-	downstream	585	201	Overlapping
X0289.ENSMUSG00000048416	chr3	67178201	67178799	599	*	38	0289	ENSMUSG00000048416	67178019	67178184	+	downstream	481	17	NearestLocation
X0290.ENSMUSG00000043300	chr3	69389801	69390799	999	*	29	0290	ENSMUSG00000043300	69402724	69402783	-	downstream	12483	11925	NearestLocation
X0291.ENSMUSG00000034098	chr3	76385001	76386799	1799	*	40	0291	ENSMUSG00000034098	75878192	75878896	+	downstream	507708	506105	NearestLocation
X0292.ENSMUSG00000034009	chr3	79533001	79533599	599	*	30	0292	ENSMUSG00000034009	79541668	79541716	-	downstream	8416	8069	NearestLocation
X0293.ENSMUSG00000034009	chr3	79539401	79539799	399	*	21	0293	ENSMUSG00000034009	79541668	79541716	-	downstream	2116	1869	NearestLocation
X0294.ENSMUSG00000027998	chr3	82858801	82859999	1199	*	31	0294	ENSMUSG00000027998	82859454	82859576	+	includeFeature	-54	423	NearestLocation
X0295.ENSMUSG00000074517	chr3	82913801	82914999	1199	*	39	0295	ENSMUSG00000074517	82929198	82933168	-	downstream	18768	14199	NearestLocation
X0296.ENSMUSG00000033767	chr3	83809201	83810199	999	*	35	0296	ENSMUSG00000033767	83843899	83844083	-	downstream	34383	33700	NearestLocation
X0297.ENSMUSG00000057777	chr3	86440401	86441399	999	*	44	0297	ENSMUSG00000057777	86349503	86352205	-	upstream	-88695	88196	NearestLocation
X0298.ENSMUSG00000028078	chr3	86714001	86714599	599	*	33	0298	ENSMUSG00000028078	86723672	86724803	-	downstream	10503	9073	NearestLocation
X0299.ENSMUSG00000041750	chr3	86760801	86761599	799	*	28	0299	ENSMUSG00000041750	86790508	86790627	+	upstream	-29308	28909	NearestLocation
X0300.ENSMUSG00000015852	chr3	87034801	87038399	3599	*	78	0300	ENSMUSG00000015852	87067367	87067521	-	downstream	30921	28968	NearestLocation
X0301.ENSMUSG00000048031	chr3	87253001	87253199	199	*	17	0301	ENSMUSG00000048031	87239807	87239870	+	downstream	13293	13131	NearestLocation
X0302.ENSMUSG00000001419	chr3	87976601	87977599	999	*	30	0302	ENSMUSG00000001419	87946294	87946596	+	downstream	30806	30005	NearestLocation
X0303.ENSMUSG00000028066	chr3	88212201	88213799	1599	*	39	0303	ENSMUSG00000028066	88214078	88214238	-	downstream	1238	279	NearestLocation
X0304.ENSMUSG00000074480	chr3	88338601	88339399	799	*	31	0304	ENSMUSG00000074480	88336317	88336770	+	downstream	2683	1831	NearestLocation
X0305.ENSMUSG00000028062	chr3	88357601	88360599	2999	*	78	0305	ENSMUSG00000028062	88356718	88356946	-	upstream	-2154	655	Overlapping
X0305.ENSMUSG00000008604	chr3	88357601	88360599	2999	*	78	0305	ENSMUSG00000008604	88357638	88357834	+	includeFeature	1462	37	NearestLocation
X0306.ENSMUSG00000093390	chr3	88420401	88422199	1799	*	43	0306	ENSMUSG00000093390	88424953	88424983	-	downstream	3683	2754	NearestLocation
X0307.ENSMUSG00000093390	chr3	88426001	88428399	2399	*	65	0307	ENSMUSG00000093390	88424953	88424983	-	upstream	-2217	1018	NearestLocation
X0308.ENSMUSG00000042784	chr3	89031601	89031999	399	*	22	0308	ENSMUSG00000042784	89032979	89033099	+	upstream	-1179	980	NearestLocation
