	seqnames	start	end	width	strand	peak	feature	start_position	end_position	feature_strand	insideFeature	distancetoFeature	shortestDistance	fromOverlappingOrNearest
X0187.ENSMUSG00000044544	chr10	120074168	120074669	502	*	0187	ENSMUSG00000044544	120202830	120202894	+	upstream	-128412	128161	NearestLocation
X0188.ENSMUSG00000035781	chr10	79376437	79377827	1391	*	0188	ENSMUSG00000035781	79379568	79379675	-	downstream	2543	1741	NearestLocation
X0189.ENSMUSG00000035478	chr10	79855076	79856300	1225	*	0189	ENSMUSG00000035478	79857809	79857915	-	downstream	2227	1509	NearestLocation
X0190.ENSMUSG00000020211	chr10	80253233	80256387	3155	*	0190	ENSMUSG00000020211	80260943	80261550	+	upstream	-6133	4556	NearestLocation
X0191.ENSMUSG00000034917	chr10	80753404	80754239	836	*	0191	ENSMUSG00000034917	80753793	80754012	-	includeFeature	190	227	NearestLocation
X0192.ENSMUSG00000020238	chr10	80955337	80956324	988	*	0192	ENSMUSG00000020238	80958825	80959137	-	downstream	3307	2501	NearestLocation
X0193.ENSMUSG00000034748	chr10	81085036	81085780	745	*	0193	ENSMUSG00000034748	81089637	81090065	-	downstream	4657	3857	NearestLocation
X0194.ENSMUSG00000059406	chr10	80352723	80353417	695	*	0194	ENSMUSG00000059406	80342465	80342708	+	downstream	10605	10015	NearestLocation
X0195.ENSMUSG00000034758	chr10	81056720	81057317	598	*	0195	ENSMUSG00000034758	81063543	81063620	-	downstream	6602	6226	NearestLocation
X0196.ENSMUSG00000035011	chr10	80605876	80608189	2314	*	0196	ENSMUSG00000035011	80597965	80598336	+	downstream	9067	7540	NearestLocation
X0197.ENSMUSG00000043648	chr11	59550585	59551194	610	*	0197	ENSMUSG00000043648	59600720	59601144	-	downstream	50254	49526	NearestLocation
X0198.ENSMUSG00000020526	chr11	84714323	84714877	555	*	0198	ENSMUSG00000020526	84729758	84729868	-	downstream	15268	14881	NearestLocation
X0199.ENSMUSG00000025384	chr11	120243457	120244067	611	*	0199	ENSMUSG00000025384	120239856	120240078	-	upstream	-3684	3379	NearestLocation
X0200.ENSMUSG00000020868	chr11	94527326	94527892	567	*	0200	ENSMUSG00000020868	94538587	94538829	-	downstream	11220	10695	NearestLocation
X0201.ENSMUSG00000056962	chr11	116700931	116701380	450	*	0201	ENSMUSG00000056962	116704379	116704669	-	downstream	3513	2999	NearestLocation
X0202.ENSMUSG00000039198	chr11	121691305	121691905	601	*	0202	ENSMUSG00000039198	121691532	121692573	+	overlapStart	73	227	NearestLocation
X0203.ENSMUSG00000038845	chr11	95506488	95507016	529	*	0203	ENSMUSG00000038845	95528271	95528356	+	upstream	-21519	21255	NearestLocation
X0204.ENSMUSG00000039963	chr11	119104201	119104911	711	*	0204	ENSMUSG00000039963	119089886	119090476	+	downstream	14670	13725	NearestLocation
X0205.ENSMUSG00000001123	chr11	78860464	78861267	804	*	0205	ENSMUSG00000001123	78798280	78798448	-	upstream	-62418	62016	NearestLocation
X0206.ENSMUSG00000017453	chr11	77661446	77662126	681	*	0206	ENSMUSG00000017453	77707169	77707598	-	downstream	45812	45043	NearestLocation
X0207.ENSMUSG00000001123	chr11	78873045	78873745	701	*	0207	ENSMUSG00000001123	78798280	78798448	-	upstream	-74947	74597	NearestLocation
X0208.ENSMUSG00000025579	chr11	119142289	119142872	584	*	0208	ENSMUSG00000025579	119129201	119129536	+	downstream	13379	12753	NearestLocation
X0209.ENSMUSG00000045288	chr11	115179135	115180551	1417	*	0209	ENSMUSG00000045288	115183007	115183355	-	downstream	3512	2456	NearestLocation
X0210.ENSMUSG00000020393	chr11	5162944	5163616	673	*	0210	ENSMUSG00000020393	5161438	5161561	-	upstream	-1719	1383	NearestLocation
X0211.ENSMUSG00000017386	chr11	77967269	77968954	1686	*	0211	ENSMUSG00000017386	77978800	77979091	-	downstream	10979	9846	NearestLocation
X0212.ENSMUSG00000038067	chr11	98566057	98567171	1115	*	0212	ENSMUSG00000038067	98562577	98562733	+	downstream	4037	3324	NearestLocation
X0213.ENSMUSG00000020411	chr11	45979404	45980128	725	*	0213	ENSMUSG00000020411	45979736	45980010	-	includeFeature	244	118	NearestLocation
X0214.ENSMUSG00000047181	chr11	94881093	94881674	582	*	0214	ENSMUSG00000047181	94871193	94871890	+	downstream	10191	9203	NearestLocation
X0215.ENSMUSG00000078252	chr11	99854827	99855435	609	*	0215	ENSMUSG00000078252	99854548	99855308	-	overlapStart	177	127	NearestLocation
X0216.ENSMUSG00000039670	chr11	120319462	120319897	436	*	0216	ENSMUSG00000039670	120319127	120319382	-	upstream	-298	80	Overlapping
X0216.ENSMUSG00000049957	chr11	120319462	120319897	436	*	0216	ENSMUSG00000049957	120319429	120319592	+	overlapEnd	251	33	NearestLocation
X0217.ENSMUSG00000000142	chr11	108802846	108803970	1125	*	0217	ENSMUSG00000000142	108781663	108781875	+	downstream	21745	20971	NearestLocation
X0218.ENSMUSG00000055333	chr11	55155270	55155969	700	*	0218	ENSMUSG00000055333	55149963	55150066	-	upstream	-5554	5204	NearestLocation
X0219.ENSMUSG00000018569	chr11	69779282	69779782	501	*	0219	ENSMUSG00000018569	69778281	69778422	+	downstream	1251	860	NearestLocation
X0220.ENSMUSG00000057219	chr11	115330516	115331125	610	*	0220	ENSMUSG00000057219	115336981	115337341	+	upstream	-6161	5856	NearestLocation
X0221.ENSMUSG00000036275	chr11	52216564	52217088	525	*	0221	ENSMUSG00000036275	52209930	52210105	+	downstream	6896	6459	NearestLocation
X0222.ENSMUSG00000020902	chr11	68198774	68199536	763	*	0222	ENSMUSG00000020902	68214231	68214325	-	downstream	15170	14695	NearestLocation
X0223.ENSMUSG00000039741	chr11	120135819	120136873	1055	*	0223	ENSMUSG00000039741	120094261	120094421	+	downstream	42085	41398	NearestLocation
X0224.ENSMUSG00000047490	chr11	89252898	89253708	811	*	0224	ENSMUSG00000047490	89280161	89280262	-	downstream	26959	26453	NearestLocation
X0225.ENSMUSG00000057948	chr11	115925702	115926368	667	*	0225	ENSMUSG00000057948	115938762	115938938	-	downstream	12903	12394	NearestLocation
X0226.ENSMUSG00000018698	chr11	84392224	84392948	725	*	0226	ENSMUSG00000018698	84337508	84339517	-	upstream	-53069	52707	NearestLocation
X0227.ENSMUSG00000051617	chr11	100054089	100054801	713	*	0227	ENSMUSG00000051617	100053942	100054560	-	overlapStart	115	147	NearestLocation
X0228.ENSMUSG00000011877	chr11	77312896	77313705	810	*	0228	ENSMUSG00000011877	77307064	77307136	+	downstream	6236	5760	NearestLocation
X0229.ENSMUSG00000018846	chr11	35443114	35443489	376	*	0229	ENSMUSG00000018846	35582986	35583449	+	upstream	-139684	139497	NearestLocation
X0230.ENSMUSG00000001036	chr11	61357440	61358163	724	*	0230	ENSMUSG00000001036	61393069	61393171	-	downstream	35369	34906	NearestLocation
X0231.ENSMUSG00000047861	chr11	34107436	34108349	914	*	0231	ENSMUSG00000047861	34107468	34108089	-	includeFeature	197	32	NearestLocation
X0232.ENSMUSG00000038437	chr11	97534916	97535467	552	*	0232	ENSMUSG00000038437	97524728	97524994	+	downstream	10464	9922	NearestLocation
X0233.ENSMUSG00000020701	chr11	82256537	82257172	636	*	0233	ENSMUSG00000020701	82202402	82202615	+	downstream	54452	53922	NearestLocation
X0234.ENSMUSG00000025153	chr11	120677950	120678783	834	*	0234	ENSMUSG00000025153	120685344	120685492	-	downstream	7126	6561	NearestLocation
X0235.ENSMUSG00000049287	chr11	58947897	58948586	690	*	0235	ENSMUSG00000049287	58976853	58977241	-	downstream	28999	28267	NearestLocation
X0236.ENSMUSG00000039321	chr11	121017761	121018589	829	*	0236	ENSMUSG00000039321	121021585	121023287	+	upstream	-3410	2996	NearestLocation
X0237.ENSMUSG00000020689	chr11	104504826	104505531	706	*	0237	ENSMUSG00000020689	104469314	104469478	+	downstream	35864	35348	NearestLocation
X0238.ENSMUSG00000020918	chr11	100569551	100570653	1103	*	0238	ENSMUSG00000020918	100573395	100573779	-	downstream	3677	2742	NearestLocation
X0239.ENSMUSG00000020926	chr11	102644311	102645408	1098	*	0239	ENSMUSG00000020926	102622753	102622998	+	downstream	22107	21313	NearestLocation
X0240.ENSMUSG00000037124	chr11	58453813	58454759	947	*	0240	ENSMUSG00000037124	58453967	58454386	+	includeFeature	319	154	NearestLocation
X0241.ENSMUSG00000048329	chr11	68346908	68347466	559	*	0241	ENSMUSG00000048329	68369688	68371746	+	upstream	-22501	22222	NearestLocation
X0242.ENSMUSG00000025375	chr11	119880935	119881846	912	*	0242	ENSMUSG00000025375	119908183	119908384	-	downstream	26994	26337	NearestLocation
X0243.ENSMUSG00000018727	chr11	113589709	113591035	1327	*	0243	ENSMUSG00000018727	113570542	113570840	-	upstream	-19532	18869	NearestLocation
X0244.ENSMUSG00000047253	chr11	99441909	99442332	424	*	0244	ENSMUSG00000047253	99441291	99442330	-	overlapStart	210	2	NearestLocation
X0245.ENSMUSG00000018378	chr11	87982980	87983451	472	*	0245	ENSMUSG00000018378	87975763	87975923	+	downstream	7453	7057	NearestLocation
X0246.ENSMUSG00000041164	chr11	6297003	6297702	700	*	0246	ENSMUSG00000041164	6289077	6289143	+	downstream	8275	7860	NearestLocation
X0247.ENSMUSG00000057948	chr11	115916039	115916711	673	*	0247	ENSMUSG00000057948	115938762	115938938	-	downstream	22563	22051	NearestLocation
X0248.ENSMUSG00000025572	chr11	117621550	117622577	1028	*	0248	ENSMUSG00000025572	117640858	117640962	-	downstream	18898	18281	NearestLocation
X0249.ENSMUSG00000025371	chr11	119779673	119780487	815	*	0249	ENSMUSG00000025371	119774755	119774866	+	downstream	5325	4807	NearestLocation
X0250.ENSMUSG00000051062	chr11	35610767	35611819	1053	*	0250	ENSMUSG00000051062	35610883	35612386	-	overlapEnd	1093	116	NearestLocation
X0251.ENSMUSG00000020932	chr11	102757826	102758694	869	*	0251	ENSMUSG00000020932	102757980	102758445	-	includeFeature	185	154	NearestLocation
X0252.ENSMUSG00000033389	chr11	65000326	65001306	981	*	0252	ENSMUSG00000033389	64976088	64976463	-	upstream	-24353	23863	NearestLocation
X0253.ENSMUSG00000020439	chr11	3429471	3430326	856	*	0253	ENSMUSG00000020439	3439115	3439295	-	downstream	9397	8789	NearestLocation
X0254.ENSMUSG00000018736	chr11	68635787	68636229	443	*	0254	ENSMUSG00000018736	68666444	68666637	-	downstream	30629	30215	NearestLocation
X0255.ENSMUSG00000020701	chr11	82380518	82381178	661	*	0255	ENSMUSG00000020701	82202402	82202615	+	downstream	178446	177903	NearestLocation
X0256.ENSMUSG00000001123	chr11	78858254	78858946	693	*	0256	ENSMUSG00000001123	78798280	78798448	-	upstream	-60152	59806	NearestLocation
X0257.ENSMUSG00000078253	chr11	99846882	99847954	1073	*	0257	ENSMUSG00000078253	99846024	99847911	-	overlapStart	493	43	NearestLocation
X0258.ENSMUSG00000020821	chr11	70539354	70540050	697	*	0258	ENSMUSG00000020821	70514050	70514211	+	downstream	25652	25143	NearestLocation
X0259.ENSMUSG00000045374	chr11	75262394	75263234	841	*	0259	ENSMUSG00000045374	75264296	75268219	-	downstream	5405	1062	NearestLocation
X0260.ENSMUSG00000061462	chr11	58889603	58890801	1199	*	0260	ENSMUSG00000061462	58848535	58848539	-	upstream	-41663	41064	NearestLocation
X0261.ENSMUSG00000033857	chr11	118373155	118375241	2087	*	0261	ENSMUSG00000033857	118338255	118338444	+	downstream	35943	34711	NearestLocation
X0262.ENSMUSG00000038351	chr11	74681959	74682782	824	*	0262	ENSMUSG00000038351	74710327	74710562	-	downstream	28192	27545	NearestLocation
X0263.ENSMUSG00000076433	chr11	118194520	118195265	746	*	0263	ENSMUSG00000076433	118203627	118203814	-	downstream	8922	8362	NearestLocation
X0264.ENSMUSG00000020695	chr11	105210817	105211518	702	*	0264	ENSMUSG00000020695	105153960	105154215	+	downstream	57208	56602	NearestLocation
X0265.ENSMUSG00000025153	chr11	120674856	120675426	571	*	0265	ENSMUSG00000025153	120685344	120685492	-	downstream	10351	9918	NearestLocation
X0266.ENSMUSG00000020788	chr11	72774644	72775579	936	*	0266	ENSMUSG00000020788	72774671	72774973	+	includeFeature	441	27	NearestLocation
X0267.ENSMUSG00000042678	chr11	60310792	60311493	702	*	0267	ENSMUSG00000042678	60282841	60282928	+	downstream	28301	27864	NearestLocation
X0268.ENSMUSG00000061981	chr11	77872312	77872868	557	*	0268	ENSMUSG00000061981	77851433	77851614	+	downstream	21157	20698	NearestLocation
X0269.ENSMUSG00000025579	chr11	119134849	119135633	785	*	0269	ENSMUSG00000025579	119129201	119129536	+	downstream	6040	5313	NearestLocation
X0270.ENSMUSG00000018405	chr11	84636324	84637087	764	*	0270	ENSMUSG00000018405	84632339	84633017	-	upstream	-3689	3307	NearestLocation
X0271.ENSMUSG00000020792	chr11	116157707	116158444	738	*	0271	ENSMUSG00000020792	116167928	116168048	-	downstream	9972	9484	NearestLocation
X0272.ENSMUSG00000070332	chr11	115308852	115309772	921	*	0272	ENSMUSG00000070332	115301859	115301920	+	downstream	7453	6932	NearestLocation
X0273.ENSMUSG00000034282	chr11	116098900	116100004	1105	*	0273	ENSMUSG00000034282	116099214	116099391	-	includeFeature	-61	314	NearestLocation
X0274.ENSMUSG00000020902	chr11	68186434	68187074	641	*	0274	ENSMUSG00000020902	68214231	68214325	-	downstream	27571	27157	NearestLocation
X0275.ENSMUSG00000020866	chr11	94323305	94323921	617	*	0275	ENSMUSG00000020866	94334690	94335414	-	downstream	11801	10769	NearestLocation
X0276.ENSMUSG00000018858	chr11	115254618	115255970	1353	*	0276	ENSMUSG00000018858	115265085	115265274	+	upstream	-9791	9115	NearestLocation
X0277.ENSMUSG00000020843	chr11	76250200	76251130	931	*	0277	ENSMUSG00000020843	76220707	76221119	+	downstream	29958	29081	NearestLocation
X0278.ENSMUSG00000034255	chr11	103201009	103202026	1018	*	0278	ENSMUSG00000034255	103221561	103222214	-	downstream	20696	19535	NearestLocation
X0279.ENSMUSG00000033987	chr11	117980415	117981291	877	*	0279	ENSMUSG00000033987	117990198	117990533	-	downstream	9680	8907	NearestLocation
X0280.ENSMUSG00000025372	chr11	119801354	119801951	598	*	0280	ENSMUSG00000025372	119804077	119804562	+	upstream	-2425	2126	NearestLocation
X0281.ENSMUSG00000044807	chr11	50553008	50553331	324	*	0281	ENSMUSG00000044807	50641081	50641192	-	downstream	88022	87750	NearestLocation
X0282.ENSMUSG00000061981	chr11	77870578	77871767	1190	*	0282	ENSMUSG00000061981	77851433	77851614	+	downstream	19739	18964	NearestLocation
X0283.ENSMUSG00000093485	chr11	117667048	117667698	651	*	0283	ENSMUSG00000093485	117670982	117671117	+	upstream	-3609	3284	NearestLocation
X0284.ENSMUSG00000045287	chr11	75076434	75077458	1025	*	0284	ENSMUSG00000045287	75007285	75007796	+	downstream	69661	68638	NearestLocation
X0285.ENSMUSG00000025572	chr11	117630104	117631300	1197	*	0285	ENSMUSG00000025572	117640858	117640962	-	downstream	10260	9558	NearestLocation
X0286.ENSMUSG00000020876	chr11	96629106	96629905	800	*	0286	ENSMUSG00000020876	96638769	96638845	-	downstream	9339	8864	NearestLocation
X0287.ENSMUSG00000020804	chr11	116467078	116467598	521	*	0287	ENSMUSG00000020804	116455001	116455088	+	downstream	12337	11990	NearestLocation
X0288.ENSMUSG00000006575	chr11	102259114	102259793	680	*	0288	ENSMUSG00000006575	102254717	102255096	+	downstream	4737	4018	NearestLocation
X0289.ENSMUSG00000020823	chr11	117004831	117005526	696	*	0289	ENSMUSG00000020823	116976486	116976665	+	downstream	28692	28166	NearestLocation
X0290.ENSMUSG00000038534	chr11	96921016	96921884	869	*	0290	ENSMUSG00000038534	96911942	96912267	+	downstream	9508	8749	NearestLocation
X0291.ENSMUSG00000020945	chr11	103488673	103489245	573	*	0291	ENSMUSG00000020945	103500138	103500193	-	downstream	11234	10893	NearestLocation
X0292.ENSMUSG00000002812	chr11	60534761	60535485	725	*	0292	ENSMUSG00000002812	60540629	60540765	-	downstream	5642	5144	NearestLocation
X0293.ENSMUSG00000044787	chr11	103100078	103100654	577	*	0293	ENSMUSG00000044787	103079656	103079746	-	upstream	-20620	20332	NearestLocation
X0294.ENSMUSG00000060180	chr11	67178108	67178855	748	*	0294	ENSMUSG00000060180	67135160	67135308	+	downstream	43322	42800	NearestLocation
X0295.ENSMUSG00000057948	chr11	115922669	115923419	751	*	0295	ENSMUSG00000057948	115938762	115938938	-	downstream	15894	15343	NearestLocation
X0296.ENSMUSG00000039741	chr11	120132589	120135042	2454	*	0296	ENSMUSG00000039741	120094261	120094421	+	downstream	39555	38168	NearestLocation
X0297.ENSMUSG00000070327	chr11	119297749	119298415	667	*	0297	ENSMUSG00000070327	119254414	119254510	+	downstream	43668	43239	NearestLocation
X0298.ENSMUSG00000041598	chr11	113718919	113719317	399	*	0298	ENSMUSG00000041598	113612044	113612632	-	upstream	-106486	106287	NearestLocation
X0299.ENSMUSG00000038224	chr11	75258687	75259641	955	*	0299	ENSMUSG00000038224	75252959	75253080	-	upstream	-6084	5607	NearestLocation
X0300.ENSMUSG00000038216	chr11	98247825	98248508	684	*	0300	ENSMUSG00000038216	98247764	98248180	+	overlapEnd	402	61	NearestLocation
X0301.ENSMUSG00000048070	chr11	66706582	66707311	730	*	0301	ENSMUSG00000048070	66725483	66725644	+	upstream	-18537	18172	NearestLocation
X0302.ENSMUSG00000020372	chr11	48176701	48177265	565	*	0302	ENSMUSG00000020372	48613862	48614074	+	upstream	-436879	436597	NearestLocation
X0303.ENSMUSG00000020871	chr11	95004174	95004844	671	*	0303	ENSMUSG00000020871	95006510	95007577	-	downstream	3068	1666	NearestLocation
X0304.ENSMUSG00000078706	chr11	96107179	96107657	479	*	0304	ENSMUSG00000078706	96112419	96113127	+	upstream	-5001	4762	NearestLocation
X0305.ENSMUSG00000001441	chr11	97090368	97090811	444	*	0305	ENSMUSG00000001441	97128909	97128945	-	downstream	38355	38098	NearestLocation
X0306.ENSMUSG00000025372	chr11	119794358	119795028	671	*	0306	ENSMUSG00000025372	119804077	119804562	+	upstream	-9384	9049	NearestLocation
X0307.ENSMUSG00000063564	chr11	51224327	51225155	829	*	0307	ENSMUSG00000063564	51103422	51103889	+	downstream	121319	120438	NearestLocation
X0308.ENSMUSG00000033987	chr11	117925009	117925856	848	*	0308	ENSMUSG00000033987	117990198	117990533	-	downstream	65101	64342	NearestLocation
X0309.ENSMUSG00000020844	chr11	76161684	76162326	643	*	0309	ENSMUSG00000020844	76212203	76212642	-	downstream	50637	49877	NearestLocation
X0310.ENSMUSG00000049904	chr11	22412178	22412670	493	*	0310	ENSMUSG00000049904	22412091	22412586	+	overlapEnd	333	84	NearestLocation
X0311.ENSMUSG00000032807	chr11	68970225	68971005	781	*	0311	ENSMUSG00000032807	68970491	68970895	+	includeFeature	124	110	NearestLocation
X0312.ENSMUSG00000020804	chr11	116458014	116459224	1211	*	0312	ENSMUSG00000020804	116455001	116455088	+	downstream	3618	2926	NearestLocation
X0313.ENSMUSG00000033987	chr11	117985342	117985886	545	*	0313	ENSMUSG00000033987	117990198	117990533	-	downstream	4919	4312	NearestLocation
X0314.ENSMUSG00000017386	chr11	77973040	77974034	995	*	0314	ENSMUSG00000017386	77978800	77979091	-	downstream	5554	4766	NearestLocation
X0315.ENSMUSG00000000632	chr11	77789793	77790758	966	*	0315	ENSMUSG00000000632	77767355	77767569	+	downstream	22921	22224	NearestLocation
X0316.ENSMUSG00000043648	chr11	59579949	59580497	549	*	0316	ENSMUSG00000043648	59600720	59601144	-	downstream	20921	20223	NearestLocation
X0317.ENSMUSG00000020261	chr11	55048874	55049474	601	*	0317	ENSMUSG00000020261	55017852	55017990	+	downstream	31322	30884	NearestLocation
X0318.ENSMUSG00000034187	chr11	103734140	103734665	526	*	0318	ENSMUSG00000034187	103815284	103815370	-	downstream	80968	80619	NearestLocation
X0319.ENSMUSG00000000805	chr11	84771101	84772110	1010	*	0319	ENSMUSG00000000805	84771327	84771552	+	includeFeature	279	226	NearestLocation
X0320.ENSMUSG00000025161	chr11	120818948	120819932	985	*	0320	ENSMUSG00000025161	120809794	120809893	+	downstream	9646	9055	NearestLocation
X0321.ENSMUSG00000039963	chr11	119103337	119104171	835	*	0321	ENSMUSG00000039963	119089886	119090476	+	downstream	13868	12861	NearestLocation
X0322.ENSMUSG00000057948	chr11	115940672	115941226	555	*	0322	ENSMUSG00000057948	115938762	115938938	-	upstream	-2011	1734	NearestLocation
X0323.ENSMUSG00000038352	chr11	97864008	97864935	928	*	0323	ENSMUSG00000038352	97857132	97857495	-	upstream	-6977	6513	NearestLocation
X0324.ENSMUSG00000061878	chr11	116399084	116401017	1934	*	0324	ENSMUSG00000061878	116392239	116392515	+	downstream	7811	6569	NearestLocation
X0325.ENSMUSG00000000282	chr11	74670721	74671772	1052	*	0325	ENSMUSG00000000282	74644422	74644903	+	downstream	26824	25818	NearestLocation
